sra_accession	ecotype	isMix	isWild	original_ecotype	original_genotype
ERR7624327	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624328	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624329	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624330	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624333	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624335	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624336	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624340	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624342	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624343	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624344	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624347	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624348	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624349	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624354	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624357	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624358	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624359	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624362	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624363	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624364	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624365	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624366	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624369	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624377	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624379	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624381	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624382	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624383	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624385	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624388	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624389	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624390	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624393	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624395	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624398	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624400	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624402	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624405	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624406	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624409	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624410	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624412	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624416	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624417	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624418	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624419	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624422	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624424	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624426	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624427	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624428	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624429	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624431	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624432	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624434	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624441	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624444	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624446	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624449	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624450	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624451	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624452	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624453	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624455	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624457	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624458	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624460	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624461	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624462	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624463	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624465	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624467	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624468	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624469	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624470	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624471	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624472	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624475	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624477	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624479	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624480	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624483	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624484	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624485	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624487	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624488	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624491	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624492	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624494	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624498	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624500	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624501	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624503	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624508	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624509	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624510	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624511	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624512	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624514	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624516	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624517	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624518	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624519	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624520	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624521	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624523	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624524	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624531	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624532	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624534	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624535	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624539	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624541	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624542	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624543	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624545	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624546	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624547	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624548	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624549	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624551	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624552	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624553	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624555	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624557	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624558	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624560	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624566	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624567	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624571	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624572	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624573	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624574	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624575	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624576	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624577	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624579	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624580	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624581	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624582	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624584	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624586	7209	0	0	Landsberg ecotype	EMS mutated
ERR7624587	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624589	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624590	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624591	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624592	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624594	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624598	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624599	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624600	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624601	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624605	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624606	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624608	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624610	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624611	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624612	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624613	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624614	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624617	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624618	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624619	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624621	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624622	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624625	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624628	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624629	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624633	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624634	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624635	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624639	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624642	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624643	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624645	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624646	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624648	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624652	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624653	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624654	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624655	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624657	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624658	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624660	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624662	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624666	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624668	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624670	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624672	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624676	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624677	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624680	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624681	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624682	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624683	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624685	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624688	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624689	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624690	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624692	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624694	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624695	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624699	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624701	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624703	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624706	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624707	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624708	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624709	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624710	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624712	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624714	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624724	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624726	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624727	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624728	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624730	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624731	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624733	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624738	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624740	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624741	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624743	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624744	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624745	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624747	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624748	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624749	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624754	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624755	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624758	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624763	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624764	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624769	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624775	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624778	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624780	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624781	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624785	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624786	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624787	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624788	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624789	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624790	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624791	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624796	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624798	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624799	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624800	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624801	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624803	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624805	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624806	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624809	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624813	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624815	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624816	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624818	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624819	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624822	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624823	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624825	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624827	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624828	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624829	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624830	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624831	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624833	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624834	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624836	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624841	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624842	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624843	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624848	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624853	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624854	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624855	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624856	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624858	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624859	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624860	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624863	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624864	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624867	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624870	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624871	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624874	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624879	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624880	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624881	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624883	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624884	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624887	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624888	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624890	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624895	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624898	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624900	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624902	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624906	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624907	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624909	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624911	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624915	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624917	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624921	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624922	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624923	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624924	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624926	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624927	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624928	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624929	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624930	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624933	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624937	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624939	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624941	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624942	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624948	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624949	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624950	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624951	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624953	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624954	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624956	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624962	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624964	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624965	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624966	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624969	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624970	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624971	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624973	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624976	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624977	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624979	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624982	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624986	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624988	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624990	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624992	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624993	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624994	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624996	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7624999	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625000	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625009	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625012	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625013	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625016	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625020	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625021	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625022	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625025	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625027	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625028	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625030	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625034	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625036	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625039	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625040	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625041	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625045	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625047	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625048	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625050	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625052	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625053	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625057	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625059	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625060	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625063	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625064	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625065	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625066	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625067	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625068	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625069	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
ERR7625074	6909	1	1	Columbia ecotype x Landsberg ecotype	wild type genotype
